country_name,hdi_category,indicator_name,values
South Africa,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,87
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Botswana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,84
Namibia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,74
Morocco,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,83
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
India,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,85
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,81
Cambodia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Myanmar,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,91
Bhutan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Ghana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,65
Pakistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,59
Mauritania,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,72
Lesotho,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,89
Congo,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,48
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Swaziland,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,80
Nepal,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,74
Madagascar,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Cameroon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Haiti,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Kenya,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,79
Djibouti,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,30
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,82
Togo,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,72
Yemen,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,63
Uganda,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Gambia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,77
Senegal,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,67
Eritrea,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,43
Nigeria,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,64
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,91
Guinea,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,61
Rwanda,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,75
Angola,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Benin,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,70
Malawi,LOW HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Zambia,,Net_prim_enr_fem_rate,89
Côte d'Ivoire,,Net_prim_enr_fem_rate,50
Burundi,,Net_prim_enr_fem_rate,58
Congo (Democratic Republic of the),,Net_prim_enr_fem_rate,..
Ethiopia,,Net_prim_enr_fem_rate,59
Chad,,Net_prim_enr_fem_rate,..
Central African Republic,,Net_prim_enr_fem_rate,..
Mozambique,,Net_prim_enr_fem_rate,74
Mali,,Net_prim_enr_fem_rate,45
Niger,,Net_prim_enr_fem_rate,33
Guinea-Bissau,,Net_prim_enr_fem_rate,37
Burkina Faso,,Net_prim_enr_fem_rate,40
Sierra Leone,,Net_prim_enr_fem_rate,..
Iceland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.97
Norway,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Australia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Canada,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Ireland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Sweden,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Switzerland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Japan,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Netherlands,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
France,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Finland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
United States,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Spain,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Denmark,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Austria,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
United Kingdom,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Belgium,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Luxembourg,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
New Zealand,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Italy,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.94
Germany,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Israel,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Greece,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Singapore,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Slovenia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Cyprus,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Portugal,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Barbados,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Czech Republic,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Kuwait,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Malta,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Qatar,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Hungary,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Poland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Argentina,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.97
Chile,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Bahrain,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Slovakia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Lithuania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Estonia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Latvia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
Uruguay,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Croatia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Costa Rica,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Bahamas,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
Seychelles,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Cuba,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Mexico,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Bulgaria,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.06
Tonga,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.96
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Oman,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Romania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
Panama,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Malaysia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Belarus,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.97
Mauritius,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Albania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Brazil,HIGH HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Dominica,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Colombia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Ukraine,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Samoa,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Thailand,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.96
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Belize,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
China,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Grenada,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Armenia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.05
Turkey,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Suriname,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.04
Jordan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Peru,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Lebanon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Ecuador,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Philippines,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Tunisia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Fiji,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.10
Paraguay,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Georgia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Guyana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Maldives,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Jamaica,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
El Salvador,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Algeria,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Indonesia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.96
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Moldova,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Egypt,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Mongolia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
Honduras,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Bolivia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Guatemala,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Gabon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
South Africa,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.96
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Botswana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Namibia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.07
Morocco,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.94
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
India,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.93
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.95
Cambodia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Myanmar,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.02
Bhutan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Ghana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Pakistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.76
Mauritania,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Lesotho,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.06
Congo,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.20
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.03
Swaziland,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Nepal,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.87
Madagascar,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.00
Cameroon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Haiti,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Kenya,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Djibouti,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.81
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.01
Togo,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.86
Yemen,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.73
Uganda,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Gambia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.99
Senegal,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.97
Eritrea,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.86
Nigeria,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.88
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.98
Guinea,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.87
Rwanda,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.04
Angola,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,..
Benin,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,0.81
Malawi,LOW HUMAN DEVELOPMENT,Net_prim_enr_rat_femrate_malrate,1.05
Zambia,,Net_prim_enr_rat_femrate_malrate,1.00
Côte d'Ivoire,,Net_prim_enr_rat_femrate_malrate,0.80
Burundi,,Net_prim_enr_rat_femrate_malrate,0.91
Congo (Democratic Republic of the),,Net_prim_enr_rat_femrate_malrate,..
Ethiopia,,Net_prim_enr_rat_femrate_malrate,0.92
Chad,,Net_prim_enr_rat_femrate_malrate,..
Central African Republic,,Net_prim_enr_rat_femrate_malrate,..
Mozambique,,Net_prim_enr_rat_femrate_malrate,0.91
Mali,,Net_prim_enr_rat_femrate_malrate,0.81
Niger,,Net_prim_enr_rat_femrate_malrate,0.73
Guinea-Bissau,,Net_prim_enr_rat_femrate_malrate,0.71
Burkina Faso,,Net_prim_enr_rat_femrate_malrate,0.79
Sierra Leone,,Net_prim_enr_rat_femrate_malrate,..
Iceland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,98
Norway,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,98
Australia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Canada,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Ireland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
Sweden,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,97
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Japan,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
France,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,110
Finland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
United States,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Spain,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Denmark,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Austria,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
Belgium,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,103
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,102
Italy,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,102
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Germany,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Israel,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,110
Greece,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Singapore,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Portugal,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
Barbados,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,97
Malta,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,95
Qatar,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
Hungary,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,97
Poland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,98
Argentina,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,82
Chile,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,98
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,95
Estonia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Latvia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,90
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Croatia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,109
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,116
Cuba,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Mexico,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,102
Tonga,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,85
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Romania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,106
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,91
Panama,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,109
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,96
Belarus,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,102
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,128
Albania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,98
Brazil,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,135
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,92
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
